"profiles.ageAt","profiles.atIndex","profiles.atStartOfObservation","profiles.chart.event","profiles.chart.startDate","profiles.chart.startDay","profiles.clearAllHighlightColors","profiles.clickHereToSelectACohort","profiles.eventHighlighting","profiles.highlightEventsTooltip","profiles.loadingProfile","profiles.personId","profiles.processingProfile","profiles.recordCounts","profiles.selectADataSource","profiles.setSelectedEventsColor","profiles.title","profiles.toggleChartTooltip","profiles.toggleTableTooltip","profiles.сantFind"
"Age <%=age%>","at index","at start of observation","Event: ","Start Date: ","Start Day: ","clear all highlight colors","Click Here to Select a Cohort","Event Highlighting","highlight events","loading profile data from database","Person Id","processing profile data","<%=count%> events","Select a Data Source","set selected events color","Profiles","toggle chart display","toggle table display","Can't find"
