"licenseAgreement.accept","licenseAgreement.description","licenseAgreement.reject","licenseAgreement.rejectWarning","licenseAgreement.title"
"Accept","In order to use the SNOMED International SNOMED CT Browser and HemOnc, please accept the following license agreement:","Reject","Without accepting this terms & conditions you can't use Atlas","License Agreement"
