"navigation.characterizations","navigation.cohortdefinitions","navigation.conceptsets","navigation.configuration","navigation.datasources","navigation.estimation","navigation.feedback","navigation.home","navigation.incidencerate","navigation.jobs","navigation.pathways","navigation.prediction","navigation.profiles","navigation.search"
"Characterizations","Cohort Definitions","Concept Sets","Configuration","Data Sources","Estimation","Feedback","Home","Incidence Rates","Jobs","Cohort Pathways","Prediction","Profiles","Search"
