"notifications.duration","notifications.endTime","notifications.explanation","notifications.hideCompletedJobsButton","notifications.jobName","notifications.showCompletedJobsButton","notifications.status","notifications.title","notifications.tabs.myJobs","notifications.tabs.allJobs"
"Duration","End time","Notifications for jobs will be displayed here. A job could include cohort generation, cohort reporting, or other tasks that can take a long time to complete. This top right notification icon will highlight <i class='fa fa-bell pending'></i> if you have new notifications available.","Hide completed jobs","Job Name","Show completed jobs","Status","Notifications (last <%=length%>)","My jobs","All jobs"
