"configuration.alerts.clearLocalCache","configuration.alerts.clearServerCache","configuration.alerts.failUpdatePrioritySourceDaimon","configuration.buttons.check","configuration.buttons.refresh","configuration.buttons.clearConfigurationCache","configuration.buttons.clearServerCache","configuration.buttons.importUsers","configuration.buttons.managePermissions","configuration.changeSourcePriorities","configuration.confirms.clearServerCache","configuration.executionEngine","configuration.newSource","configuration.priorityOptions.application","configuration.priorityOptions.session","configuration.roles.importRoles","configuration.roles.nameIsEmpty","configuration.roles.newRole","configuration.roles.roleTitle","configuration.roles.tabs.permissions","configuration.roles.tabs.users","configuration.roles.tabs.utilities","configuration.roles.title","configuration.rolesImport.alertDanger","configuration.rolesImport.alertWarning","configuration.rolesImport.emptyMessage","configuration.rolesImport.fixJson","configuration.rolesImport.processed","configuration.rolesImport.removeThePermissions","configuration.rolesImport.rolesDefinitionJson","configuration.rolesImport.title","configuration.title","configuration.userImport.findGroup","configuration.userImport.importNow","configuration.userImport.loadingHistory","configuration.userImport.loadingUserImportJobList","configuration.userImport.newScheduledImport","configuration.userImport.scheduler.after","configuration.userImport.scheduler.enabled","configuration.userImport.scheduler.ends","configuration.userImport.scheduler.execute","configuration.userImport.scheduler.executions","configuration.userImport.scheduler.never","configuration.userImport.scheduler.on","configuration.userImport.scheduler.preserveAssignedRoles","configuration.userImport.scheduler.repeat","configuration.userImport.scheduler.schedule","configuration.userImport.scheduler.startOn","configuration.userImport.searchGroup","configuration.userImport.searchGroupPlaceholder","configuration.userImport.tabs.jobHistory","configuration.userImport.tabs.roleMapping","configuration.userImport.tabs.scheduler","configuration.userImport.title","configuration.userImport.userImportJob","configuration.userImport.wizard.buttons.next","configuration.userImport.wizard.buttons.prev","configuration.userImport.wizard.buttons.startImport","configuration.userImport.wizard.editRoles.title","configuration.userImport.wizard.finalPage.message","configuration.userImport.wizard.help.adLdapUsername","configuration.userImport.wizard.help.adLdapUsernameText","configuration.userImport.wizard.help.atlasLogin","configuration.userImport.wizard.help.atlasLoginText","configuration.userImport.wizard.import.buttons.checkAll","configuration.userImport.wizard.import.buttons.uncheckAll","configuration.userImport.wizard.import.header","configuration.userImport.wizard.roleMapping.header","configuration.userImport.wizard.selectSource.buttons.details","configuration.userImport.wizard.selectSource.buttons.testConnection","configuration.userImport.wizard.selectSource.header","configuration.userImport.wizard.selectSource.source.activeDirectory","configuration.userImport.wizard.selectSource.source.ldap","configuration.userImport.wizard.provider.connection.failed","configuration.userImport.wizard.title","configuration.viewEdit.bigQuery.button.remove.label","configuration.viewEdit.bigQuery.password.label","configuration.viewEdit.connectionString.label","configuration.viewEdit.connectionString.placeholder","configuration.viewEdit.connectionString.title","configuration.viewEdit.dialect.label","configuration.viewEdit.dialect.options.bigquery","configuration.viewEdit.dialect.options.hive","configuration.viewEdit.dialect.options.impala","configuration.viewEdit.dialect.options.netezza","configuration.viewEdit.dialect.options.oracle","configuration.viewEdit.dialect.options.pdw","configuration.viewEdit.dialect.options.postgresql","configuration.viewEdit.dialect.options.redshift","configuration.viewEdit.dialect.options.sqlserver","configuration.viewEdit.dialect.title","configuration.viewEdit.krb.adminServer.label","configuration.viewEdit.krb.adminServer.placeholder","configuration.viewEdit.krb.adminServer.title","configuration.viewEdit.krb.authenticationMethod.label","configuration.viewEdit.krb.buttons.remove","configuration.viewEdit.krb.hostFqdn.label","configuration.viewEdit.krb.hostFqdn.placeholder","configuration.viewEdit.krb.hostFqdn.title","configuration.viewEdit.krb.keytab.label","configuration.viewEdit.krb.password.label","configuration.viewEdit.krb.password.placeholder","configuration.viewEdit.krb.password.title","configuration.viewEdit.krb.realm.label","configuration.viewEdit.krb.realm.placeholder","configuration.viewEdit.krb.realm.title","configuration.viewEdit.krb.sourceDaimons.label","configuration.viewEdit.krb.userPassword.label","configuration.viewEdit.krb.validation.host","configuration.viewEdit.krb.validation.realm","configuration.viewEdit.password.label","configuration.viewEdit.password.placeholder","configuration.viewEdit.password.title","configuration.viewEdit.source.alerts.save.error","configuration.viewEdit.source.alerts.save.errorMessage","configuration.viewEdit.source.alerts.delete.hasSelectedPriotirizableDaimons","configuration.viewEdit.source.alerts.sourceSelectedError","configuration.viewEdit.source.confirms.close","configuration.viewEdit.source.confirms.delete","configuration.viewEdit.source.label","configuration.viewEdit.source.new.placeholder","configuration.viewEdit.source.placeholder","configuration.viewEdit.source.title","configuration.viewEdit.source.validation.empty","configuration.viewEdit.username.label","configuration.viewEdit.username.placeholder","configuration.viewEdit.username.title","configuration.viewEdit.username.validation.empty"
"Local Storage has been cleared. Please refresh the page to reload configuration information.","Server cache has been cleared.","Failed to update priority source daimon","check","refresh","Clear Configuration Cache","Clear Server Cache","Import Users from LDAP/AD","Manage Permissions","Change source priorities in:","Are you sure you want to clear the server cache?","Execution engine","New Source","Whole Application","Current Session","Import roles","Role name is empty.","New role","Role #<%=id%>","Permissions","Users","Utilities","Roles","Some of permissions and users in the list are not available on this instance of Atlas. These items will be filtered before importing.","Some of permissions in the list contain specific entity IDs which are not guaranteed to match between source and target Atlas instances.","Insert JSON containig roles definitions in the textarea","Fix JSON","Created <%=proc> of <%=len%> roles.","Remove the permissions","Roles definition JSON","Import roles","Configuration","Find Group","Import Now","Loading User Import Job History...","Loading User Import Job List...","New Scheduled Import","After","Enabled","Ends","Execute:","executions","Never","On","Preserve assigned roles","Repeat on:","Schedule","Start on:","Search group:","Search...","Job History","Role Mapping","Scheduler","Import Users from LDAP/Active Directory","User Import Job","Next","Prev","Start import","Edit roles","Import of users was finished.","AD/LDAP Username","This field is mapped from LDAP/AD <b>Display Name</b> field.","Atlas Login","This field is mapped directly from LDAP/AD <b>login</b> field and would be used as login for Atlas.","Check all","Uncheck all","Please, check users to be imported","Please, provide LDAP/Active Directory groups mapping to Atlas roles if required.","Details","Test connection","Please, select a provider to import users from.","Active Directory","LDAP server","Connection failed. Please see server logs for details.","Importing users","Remove","Service account key file (OAuthPvtKeyPath)","Connection string:","Connection string","Connection string","Source dialect:","Google BigQuery","Hive LLAP","Impala","IBM Netezza","Oracle","Microsoft PDW","PostgreSQL","Amazon Redshift","SQL server","Source dialect","KrbAdminServer:","KrbAdminServer","KrbAdminServer","Kerberos authentication method:","Remove:","KrbHostFQDN:","KrbHostFQDN","KrbHostFQDN was parsed from jdbc link","Keytab","Password:","Password","Password","KrbRealm:","KrbAdminServer","KrbRealm was parsed from jdbc link","Source daimons","User name and password","&quot;KrbHostFQDN&quot; is empty. Please specify it in the following format: &quot;KrbHostFQDN=[value];&quot;","&quot;KrbRealm&quot; is empty. Please specify it in the following format: &quot;KrbRealm=[value];&quot;","Password:","Password","Password","The Source was not saved. <%= message %>","Please contact your administrator to resolve this issue.","Some daimons of this source were given highest priority and are in use by application. Select new top-priority diamons to delete the source.","An error occurred while attempting to get a source with id=<%=selectedSourceId%>.","Source changes are not saved. Would you like to continue?","Delete source? Warning: deletion can not be undone!","Source Key:","New Source","Source key","Source <%=name%>","Source name is empty","Username:","Username","Username","&quot;Username&quot; is empty."
